Date,Time,Event,Ticker,Period,Actual,Prior,Surv(M),Surv(A),# Ests.,Surprise,Std Dev,C
02/28/05,21:30,Personal Income,PITLCHNG Index,Jan,-2.30%,3.70%,-2.60%,-2.61%,54,1.28,0.24,US
02/28/05,21:30,Personal Spending,PCE CRCH Index,Jan,0.00%,0.80%,0.10%,0.08%,58,-0.87,0.11,US
02/28/05,21:30,PCE Deflator YoY,PCE DEFY Index,Jan,2.20%,2.40%,2.20%,2.20%,3,0,0.08,US
02/28/05,21:30,PCE Core Deflator YoY,PCE CYOY Index,Jan,1.60%,1.50%,1.50%,1.47%,6,2.01,0.07,US
02/28/05,23:00,New Home Sales,NHSLTOT Index,Jan,1106k,1098k,1125k,1128.10k,51,-0.54,35.12,US
02/28/05,23:00,MNI Chicago PMI,CHPMINDX Index,Feb,62.7,62.4,60.5,60.76,47,1.37,1.61,US
03/01/05,23:00,Construction Spending MoM,CNSTTMOM Index,Jan,0.70%,1.10%,0.40%,0.26%,45,0.68,0.44,US
03/01/05,23:00,ISM Manufacturing,NAPMPMI Index,Feb,55.3,56.4,57,56.64,62,-2.02,0.82,US
03/01/05,23:00,ISM Prices Paid,NAPMPRIC Index,Feb,65.5,69,68,67.44,19,-0.75,3.36,US
03/01/05-03/02/05,,Wards Total Vehicle Sales,SAARTOTL Index,Feb,16.30m,16.20m,16.60m,16.60m,29,-2.07,0.14,US
03/01/05-03/02/05,,Wards Domestic Vehicle Sales,SAARDTOT Index,Feb,13.00m,13.00m,13.30m,13.33m,28,-1.68,0.18,US
03/02/05,6:00,ABC Consumer Confidence,ACNFCOMF Index,Feb-27,-9,-11,--,--,2,--,--,US
03/02/05,6:00,Bloomberg Consumer Comfort,COMFCOMF Index,Feb-27,-9,-11,--,--,2,--,--,US
03/02/05,20:00,MBA Mortgage Applications,MBAVCHNG Index,Feb-25,-2.40%,-0.60%,--,--,0,--,--,US
03/03/05,21:30,Nonfarm Productivity,PRODNFR% Index,4Q F,2.10%,0.80%,1.50%,1.46%,55,2.44,0.25,US
03/03/05,21:30,Unit Labor Costs,COSTNFR% Index,4Q F,1.30%,2.30%,1.80%,1.82%,46,-1.6,0.31,US
03/03/05,21:30,Initial Jobless Claims,INJCJC Index,Feb-26,310k,312k,310k,311.84k,38,0,6.28,US
03/03/05,21:30,Continuing Claims,INJCSP Index,Feb-19,2672k,2650k,2658k,2646.50k,4,0.33,44.49,US
03/03/05,23:00,ISM Non-Manufacturing,NAPMNMAN Index,Feb,59.8,59.2,60,59.87,56,-0.21,0.96,US
03/04/05,21:30,Unemployment Rate,USURTOT Index,Feb,5.40%,5.20%,5.20%,5.22%,67,3.84,0.05,US
03/04/05,21:30,Avg Hourly Earning MOM Prod,USHETOT% Index,Feb,0.00%,0.20%,0.20%,0.23%,51,-4.24,0.05,US
03/04/05,21:30,Avg Hourly Earning YOY Prod,USHEYOY Index,Feb,2.50%,2.60%,--,--,1,--,--,US
03/04/05,21:30,Change in Nonfarm Payrolls,NFP TCH Index,Feb,262k,146k,225k,229.47k,70,1.08,34.28,US
03/04/05,21:30,Change in Manufact. Payrolls,USMMMNCH Index,Feb,20k,-25k,7k,2.69k,16,1.21,11.16,US
03/04/05,21:30,Avg Weekly Hours Production,USWHTOT Index,Feb,33.7,33.7,33.8,33.79,32,-3.43,0.03,US
03/04/05,22:45,U. of Mich. Sentiment,CONSSENT Index,Feb F,94.1,94.2,94.5,94.44,48,-0.69,0.51,US
03/04/05,23:00,Factory Orders,TMNOCHNG Index,Jan,0.20%,0.30%,-0.10%,-0.02%,55,1.06,0.28,US
03/08/05,4:00,Consumer Credit,CICRTOT Index,Jan,$11.500b,$3.100b,$5.200b,$6.31b,42,1.6,3.94,US
03/09/05,6:00,ABC Consumer Confidence,ACNFCOMF Index,Mar-06,-7,-9,--,--,2,--,--,US
03/09/05,6:00,Bloomberg Consumer Comfort,COMFCOMF Index,Mar-06,-7,-9,--,--,2,--,--,US
03/09/05,20:00,MBA Mortgage Applications,MBAVCHNG Index,Mar-04,-0.70%,-2.40%,--,--,0,--,--,US
03/10/05,3:00,Fed's Beige Book,,,,,,,,,,US
03/10/05,21:30,Initial Jobless Claims,INJCJC Index,Mar-05,327k,310k,310k,309.95k,38,3.43,4.96,US
03/10/05,21:30,Continuing Claims,INJCSP Index,Feb-26,2703k,2672k,2662k,2659.67k,6,1.32,31.08,US
03/10/05,23:00,Wholesale Inventories MoM,MWINCHNG Index,Jan,1.10%,0.40%,0.60%,0.64%,35,2.35,0.21,US
03/11/05,3:00,Monthly Budget Statement,FDDSSD Index,Feb,-$113.9b,-$96.7b,-$100.0b,-$101.54b,37,-1.4,9.91,US
03/11/05,21:30,Trade Balance,USTBTOT Index,Jan,-$58.3b,-$56.4b,-$56.8b,-$56.75b,61,-1.45,1.03,US
03/15/05,21:30,Empire Manufacturing,EMPRGBCI Index,Mar,19.6,19.2,19.9,19.09,47,-0.1,2.99,US
03/15/05,21:30,Retail Sales Advance MoM,RSTAMOM Index,Feb,0.50%,-0.30%,0.60%,0.65%,71,-0.65,0.15,US
03/15/05,21:30,Retail Sales Ex Auto MoM,RSTAXMOM Index,Feb,0.40%,0.60%,0.80%,0.75%,70,-2.15,0.19,US
03/15/05,22:00,Net Long-term TIC Flows,FRNTTOTL Index,Jan,$91.5b,$61.3b,$58.5b,$60.50b,6,4.26,7.74,US
03/15/05,23:00,Business Inventories,MTIBCHNG Index,Jan,0.90%,0.20%,0.90%,0.83%,58,0.3,0.17,US
03/16/05,2:00,NAHB Housing Market Index,USHBMIDX Index,Mar,69,68,68,67.81,16,1.24,0.81,US
03/16/05,6:00,ABC Consumer Confidence,ACNFCOMF Index,Mar-13,-8,-7,--,--,1,--,--,US
03/16/05,6:00,Bloomberg Consumer Comfort,COMFCOMF Index,Mar-13,-8,-7,--,--,1,--,--,US
03/16/05,20:00,MBA Mortgage Applications,MBAVCHNG Index,Mar-11,3.20%,-0.70%,--,--,0,--,--,US
03/16/05,21:30,Current Account Balance,USCABAL Index,4Q,-$187.9b,-$164.7b,-$183.0b,-$182.99b,50,-1.79,2.74,US
03/16/05,21:30,Housing Starts,NHSPSTOT Index,Feb,2195k,2159k,2040k,2036.37k,62,3.15,49.14,US
03/16/05,21:30,Building Permits,NHSPATOT Index,Feb,2074k,2105k,2067k,2061.73k,30,0.17,43.66,US
03/16/05,22:15,Industrial Production MoM,IP CHNG Index,Feb,0.30%,0.00%,0.40%,0.40%,71,-0.6,0.17,US
03/16/05,22:15,Capacity Utilization,CPTICHNG Index,Feb,79.40%,79.00%,79.20%,79.25%,63,1.33,0.15,US
03/17/05,21:30,Initial Jobless Claims,INJCJC Index,Mar-12,318k,327k,315k,316.42k,38,0.83,3.61,US
03/17/05,21:30,Continuing Claims,INJCSP Index,Mar-05,2647k,2703k,2668k,2667.25k,4,-1.03,19.88,US
03/17/05,23:00,Leading Index,LEI CHNG Index,Feb,0.10%,-0.30%,0.10%,0.07%,56,0,0.1,US
03/18/05,1:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Mar,11.4,23.9,20,19.38,55,-3.12,2.76,US
03/18/05,21:30,Import Price Index MoM,IMP1CHNG Index,Feb,0.80%,0.90%,0.60%,0.63%,46,0.93,0.21,US
03/18/05,21:30,Import Price Index YoY,IMP1YOY% Index,Feb,6.10%,6.00%,--,--,1,--,--,US
03/18/05,22:48,U. of Mich. Sentiment,CONSSENT Index,Mar P,92.9,94.1,94.9,94.64,57,-1.82,1.1,US
03/22/05,21:30,PPI MoM,PPI CHNG Index,Feb,0.40%,0.30%,0.30%,0.31%,72,0.69,0.15,US
03/22/05,21:30,PPI Ex Food and Energy MoM,PXFECHNG Index,Feb,0.10%,0.80%,0.10%,0.06%,71,0,0.12,US
03/22/05,21:30,PPI YoY,PPI YOY Index,Feb,4.70%,4.20%,4.60%,4.60%,10,0.44,0.23,US
03/22/05,21:30,PPI Ex Food and Energy YoY,PPI XYOY Index,Feb,2.80%,2.70%,2.80%,2.77%,11,0,0.34,US
03/23/05,3:15,FOMC Rate Decision (Upper Bound),FDTR Index,Mar-22,2.75%,2.50%,2.75%,2.74%,106,0,0.05,US
03/23/05,6:00,ABC Consumer Confidence,ACNFCOMF Index,Mar-20,-9,-8,--,--,1,--,--,US
03/23/05,6:00,Bloomberg Consumer Comfort,COMFCOMF Index,Mar-20,-9,-8,--,--,1,--,--,US
03/23/05,20:00,MBA Mortgage Applications,MBAVCHNG Index,Mar-18,-9.50%,3.20%,--,--,0,--,--,US
03/23/05,21:30,CPI MoM,CPI CHNG Index,Feb,0.40%,0.10%,0.30%,0.31%,76,1.53,0.07,US
03/23/05,21:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Feb,0.30%,0.20%,0.20%,0.20%,76,2.52,0.04,US
03/23/05,21:30,CPI YoY,CPI YOY Index,Feb,3.00%,3.00%,2.90%,2.93%,15,1.3,0.08,US
03/23/05,21:30,CPI Ex Food and Energy YoY,CPI XYOY Index,Feb,2.40%,2.30%,2.30%,2.29%,14,1.94,0.05,US
03/23/05,21:30,CPI Index NSA,CPURNSA Index,Feb,191.8,190.7,191.7,191.73,4,0.92,0.11,US
03/23/05,23:00,Existing Home Sales,ETSLTOTL Index,Feb,6.79m,6.80m,6.70m,6.72m,55,0.85,0.11,US
03/24/05,21:30,Durable Goods Orders,DGNOCHNG Index,Feb,0.30%,-1.30%,0.90%,0.96%,73,-0.91,0.66,US
03/24/05,21:30,Durables Ex Transportation,DGNOXTCH Index,Feb,-0.20%,0.30%,0.30%,0.26%,24,-0.83,0.54,US
03/24/05,21:30,Initial Jobless Claims,INJCJC Index,Mar-19,324k,318k,315k,316.07k,42,2.16,4.17,US
03/24/05,21:30,Continuing Claims,INJCSP Index,Mar-12,2673k,2647k,2650k,2642.29k,7,0.88,26.15,US
03/24/05,23:00,New Home Sales,NHSLTOT Index,Feb,1226k,1106k,1150k,1145.11k,64,2.05,37.08,US
03/29/05,23:00,Conf. Board Consumer Confidence,CONCCONF Index,Mar,102.4,104,103,102.79,64,-0.38,1.59,US
03/30/05,6:00,ABC Consumer Confidence,ACNFCOMF Index,Mar-27,-13,-9,--,--,1,--,--,US
03/30/05,6:00,Bloomberg Consumer Comfort,COMFCOMF Index,Mar-27,-13,-9,--,--,1,--,--,US
03/30/05,20:00,MBA Mortgage Applications,MBAVCHNG Index,Mar-25,2.40%,-9.50%,--,--,0,--,--,US
03/30/05,21:30,GDP Annualized QoQ,GDP CQOQ Index,4Q F,3.80%,3.80%,4.00%,3.97%,70,-1.87,0.11,US
03/30/05,21:30,GDP Price Deflator,GDP DCHG Index,4Q F,2.30%,2.10%,2.10%,2.11%,45,3.44,0.06,US
03/30/05,21:30,Personal Consumption,GDPCTOT% Index,4Q F,4.20%,4.20%,4.30%,4.28%,10,-1.15,0.09,US
03/31/05,21:30,Personal Income,PITLCHNG Index,Feb,0.30%,-2.30%,0.40%,0.41%,68,-1.06,0.09,US
03/31/05,21:30,Personal Spending,PCE CRCH Index,Feb,0.50%,0.00%,0.50%,0.52%,72,0,0.07,US
03/31/05,21:30,PCE Deflator YoY,PCE DEFY Index,Feb,2.30%,2.20%,2.30%,2.28%,12,0,0.08,US
03/31/05,21:30,PCE Core Deflator YoY,PCE CYOY Index,Feb,1.60%,1.60%,1.60%,1.63%,12,0,0.07,US
03/31/05,21:30,Initial Jobless Claims,INJCJC Index,Mar-26,350k,324k,320k,321.58k,36,6.53,4.6,US
03/31/05,21:30,Continuing Claims,INJCSP Index,Mar-19,2608k,2673k,2650k,2648.60k,5,-2.03,20.72,US
03/31/05,23:00,Help Wanted Index,LHWANWPA Index,Feb,41,41,41,41.28,18,0,0.73,US
03/31/05,23:00,MNI Chicago PMI,CHPMINDX Index,Mar,69.2,62.7,60.5,60.43,59,6.33,1.38,US
03/31/05,23:00,Factory Orders,TMNOCHNG Index,Feb,0.20%,0.20%,0.50%,0.52%,66,-0.71,0.42,US
04/01/05,21:30,Unemployment Rate,USURTOT Index,Mar,5.20%,5.40%,5.30%,5.32%,75,-1.82,0.06,US
04/01/05,21:30,Avg Hourly Earning MOM Prod,USHETOT% Index,Mar,0.30%,0.00%,0.20%,0.24%,57,1.92,0.05,US
04/01/05,21:30,Avg Hourly Earning YOY Prod,USHEYOY Index,Mar,2.60%,2.50%,2.50%,2.53%,3,2.12,0.05,US
04/01/05,21:30,Change in Nonfarm Payrolls,NFP TCH Index,Mar,110k,262k,213k,215.26k,78,-4.35,23.54,US
04/01/05,21:30,Change in Manufact. Payrolls,USMMMNCH Index,Mar,-8k,20k,8k,6.72k,18,-2.16,7.4,US
04/01/05,21:30,Avg Weekly Hours Production,USWHTOT Index,Mar,33.7,33.7,33.7,33.74,35,0,0.05,US
04/01/05,22:45,U. of Mich. Sentiment,CONSSENT Index,Mar F,92.6,92.9,92.7,92.68,51,-0.23,0.44,US
04/01/05,23:00,Construction Spending MoM,CNSTTMOM Index,Feb,0.40%,0.70%,0.60%,0.60%,51,-0.64,0.31,US
04/01/05,23:00,ISM Non-Manufacturing,NAPMNMAN Index,Mar,63.1,59.8,59,59.28,36,4.22,0.97,US
04/01/05,23:00,ISM Manufacturing,NAPMPMI Index,Mar,55.2,55.3,55,54.88,73,0.28,0.72,US
04/01/05,23:00,ISM Prices Paid,NAPMPRIC Index,Mar,73,65.5,66,66,21,3.3,2.12,US
04/01/05-04/02/05,,Wards Total Vehicle Sales,SAARTOTL Index,Mar,16.80m,16.30m,16.65m,16.63m,26,1.01,0.15,US
04/01/05-04/02/05,,Wards Domestic Vehicle Sales,SAARDTOT Index,Mar,13.50m,13.00m,13.20m,13.21m,28,1.74,0.17,US
04/06/05,5:00,ABC Consumer Confidence,ACNFCOMF Index,Apr-03,-17,-13,--,--,2,--,--,US
04/06/05,5:00,Bloomberg Consumer Comfort,COMFCOMF Index,Apr-03,-17,-13,--,--,2,--,--,US
04/06/05,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-01,-4.40%,2.40%,--,--,0,--,--,US
04/07/05,20:30,Initial Jobless Claims,INJCJC Index,Apr-02,334k,350k,330k,331.74k,42,0.6,6.69,US
04/07/05,20:30,Continuing Claims,INJCSP Index,Mar-26,2688k,2608k,2625k,2621.83k,6,2.63,23.98,US
04/07/05,22:00,Wholesale Inventories MoM,MWINCHNG Index,Feb,0.60%,1.10%,0.70%,0.75%,35,-0.56,0.18,US
04/08/05,3:00,Consumer Credit,CICRTOT Index,Feb,$5.600b,$11.500b,$7.500b,$6.72b,45,-1.04,1.83,US
04/12/05,20:30,Trade Balance,USTBTOT Index,Feb,-$61.0b,-$58.3b,-$59.0b,-$58.92b,68,-1.85,1.08,US
04/13/05,2:00,Monthly Budget Statement,FDDSSD Index,Mar,-$71.2b,-$72.7b,-$69.3b,-$69.61b,37,-0.44,4.45,US
04/13/05,2:00,Minutes of Mar. 22 FOMC Meeting,,,,,,,,,,US
04/13/05,2:00,FOMC Meeting Minutes,FEDMMINU Index,Mar-22,--,--,--,--,0,--,--,US
04/13/05,5:00,ABC Consumer Confidence,ACNFCOMF Index,Apr-10,-18,-17,--,--,2,--,--,US
04/13/05,5:00,Bloomberg Consumer Comfort,COMFCOMF Index,Apr-10,-18,-17,--,--,2,--,--,US
04/13/05,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-08,6.10%,-4.40%,--,--,0,--,--,US
04/13/05,20:30,Retail Sales Advance MoM,RSTAMOM Index,Mar,0.30%,0.50%,0.80%,0.76%,74,-2.61,0.19,US
04/13/05,20:30,Retail Sales Ex Auto MoM,RSTAXMOM Index,Mar,0.10%,0.40%,0.50%,0.58%,72,-2.13,0.19,US
04/14/05,20:30,Initial Jobless Claims,INJCJC Index,Apr-09,330k,334k,330k,329.05k,38,0,4.72,US
04/14/05,20:30,Continuing Claims,INJCSP Index,Apr-02,2664k,2688k,2651k,2653.75k,4,2.41,5.4,US
04/14/05,20:30,Business Inventories,MTIBCHNG Index,Feb,0.50%,0.90%,0.50%,0.55%,62,0,0.09,US
04/15/05,20:30,Empire Manufacturing,EMPRGBCI Index,Apr,3.1,19.6,18,17.35,45,-6.46,2.31,US
04/15/05,20:30,Import Price Index MoM,IMP1CHNG Index,Mar,1.80%,0.80%,1.40%,1.32%,42,0.96,0.42,US
04/15/05,20:30,Import Price Index YoY,IMP1YOY% Index,Mar,7.10%,6.10%,--,--,1,--,--,US
04/15/05,21:00,Net Long-term TIC Flows,FRNTTOTL Index,Feb,$84.5b,$91.5b,$65.0b,$58.39b,14,1.16,16.76,US
04/15/05,21:15,Industrial Production MoM,IP CHNG Index,Mar,0.30%,0.30%,0.30%,0.30%,76,0,0.16,US
04/15/05,21:15,Capacity Utilization,CPTICHNG Index,Mar,79.40%,79.40%,79.60%,79.55%,67,-1.48,0.14,US
04/15/05,21:45,U. of Mich. Sentiment,CONSSENT Index,Apr P,88.7,92.6,91.5,91.11,63,-1.89,1.48,US
04/19/05,1:00,NAHB Housing Market Index,USHBMIDX Index,Apr,67,69,68,68.47,15,-1.05,0.96,US
04/19/05,20:30,PPI MoM,PPI CHNG Index,Mar,0.70%,0.40%,0.60%,0.66%,67,0.67,0.15,US
04/19/05,20:30,PPI Ex Food and Energy MoM,PXFECHNG Index,Mar,0.10%,0.10%,0.20%,0.22%,67,-1.39,0.07,US
04/19/05,20:30,PPI YoY,PPI YOY Index,Mar,4.90%,4.70%,4.80%,4.81%,8,0.37,0.27,US
04/19/05,20:30,PPI Ex Food and Energy YoY,PPI XYOY Index,Mar,2.60%,2.80%,2.80%,2.76%,8,-1.52,0.13,US
04/19/05,20:30,Housing Starts,NHSPSTOT Index,Mar,1837k,2195k,2090k,2086.58k,60,-4.19,60.32,US
04/19/05,20:30,Building Permits,NHSPATOT Index,Mar,2023k,2074k,2090k,2079.77k,30,-1.79,37.39,US
04/20/05,5:00,ABC Consumer Confidence,ACNFCOMF Index,Apr-17,-16,-18,--,--,1,--,--,US
04/20/05,5:00,Bloomberg Consumer Comfort,COMFCOMF Index,Apr-17,-16,-18,--,--,1,--,--,US
04/20/05,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-15,-1.60%,6.10%,--,--,0,--,--,US
04/20/05,20:30,CPI MoM,CPI CHNG Index,Mar,0.60%,0.40%,0.50%,0.50%,67,1.15,0.09,US
04/20/05,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Mar,0.40%,0.30%,0.20%,0.21%,67,5.69,0.04,US
04/20/05,20:30,CPI YoY,CPI YOY Index,Mar,3.10%,3.00%,3.10%,3.05%,11,0,0.08,US
04/20/05,20:30,CPI Ex Food and Energy YoY,CPI XYOY Index,Mar,2.30%,2.40%,2.20%,2.23%,12,1.68,0.06,US
04/20/05,20:30,CPI Index NSA,CPURNSA Index,Mar,193.3,191.8,193.1,193.11,7,1.02,0.2,US
04/21/05,2:00,Fed's Beige Book,,,,,,,,,,US
04/21/05,20:30,Initial Jobless Claims,INJCJC Index,Apr-16,296k,330k,329k,328.80k,41,-5.59,5.9,US
04/21/05,20:30,Continuing Claims,INJCSP Index,Apr-09,2638k,2664k,2655k,2648.75k,4,-0.71,23.83,US
04/21/05,22:00,Leading Index,LEI CHNG Index,Mar,-0.40%,0.10%,-0.30%,-0.29%,54,-0.89,0.11,US
04/22/05,0:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Apr,25.3,11.4,10,11.1,54,4.1,3.73,US
04/25/05,22:00,Existing Home Sales,ETSLTOTL Index,Mar,6.89m,6.79m,6.79m,6.73m,48,0.6,0.17,US
04/26/05,22:00,Conf. Board Consumer Confidence,CONCCONF Index,Apr,97.7,102.4,98,97.83,67,-0.17,1.75,US
04/26/05,22:00,New Home Sales,NHSLTOT Index,Mar,1431k,1226k,1190k,1187.05k,62,7.53,32,US
04/27/05,5:00,ABC Consumer Confidence,ACNFCOMF Index,Apr-24,-17,-16,--,--,2,--,--,US
04/27/05,5:00,Bloomberg Consumer Comfort,COMFCOMF Index,Apr-24,-17,-16,--,--,2,--,--,US
04/27/05,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-22,5.90%,-1.60%,--,--,0,--,--,US
04/27/05,20:30,Durable Goods Orders,DGNOCHNG Index,Mar,-2.80%,0.30%,0.30%,0.27%,73,-5.32,0.58,US
04/27/05,20:30,Durables Ex Transportation,DGNOXTCH Index,Mar,-1.00%,-0.20%,0.50%,0.52%,21,-2.8,0.54,US
04/28/05,20:30,GDP Annualized QoQ,GDP CQOQ Index,1Q A,3.10%,3.80%,3.50%,3.50%,82,-1.01,0.4,US
04/28/05,20:30,Personal Consumption,GDPCTOT% Index,1Q A,3.50%,4.20%,3.20%,3.18%,16,1.34,0.26,US
04/28/05,20:30,GDP Price Deflator,GDP DCHG Index,1Q A,3.20%,2.30%,2.10%,2.20%,51,3.52,0.31,US
04/28/05,20:30,Initial Jobless Claims,INJCJC Index,Apr-23,320k,296k,320k,319.02k,41,0,9.95,US
04/28/05,20:30,Continuing Claims,INJCSP Index,Apr-16,2555k,2638k,2644k,2641.33k,3,-10.62,8.38,US
04/28/05,22:00,Help Wanted Index,LHWANWPA Index,Mar,39,41,41,40.7,20,-1.82,1.1,US
04/29/05,20:30,Personal Income,PITLCHNG Index,Mar,0.50%,0.30%,0.40%,0.40%,66,0.93,0.11,US
04/29/05,20:30,Personal Spending,PCE CRCH Index,Mar,0.60%,0.50%,0.40%,0.44%,69,1.6,0.13,US
04/29/05,20:30,PCE Deflator YoY,PCE DEFY Index,Mar,2.40%,2.30%,2.50%,2.43%,10,-0.64,0.08,US
04/29/05,20:30,PCE Core Deflator YoY,PCE CYOY Index,Mar,1.70%,1.60%,1.70%,1.72%,12,0,0.16,US
04/29/05,20:30,Employment Cost Index,ECI SA% Index,1Q,0.70%,0.70%,1.00%,0.99%,62,-2.28,0.13,US
04/29/05,21:45,U. of Mich. Sentiment,CONSSENT Index,Apr F,87.7,88.7,88.8,88.69,50,-1.14,0.92,US
04/29/05,22:00,MNI Chicago PMI,CHPMINDX Index,Apr,65.6,69.2,62.5,62.17,61,1.23,2.51,US
05/02/05,22:00,Construction Spending MoM,CNSTTMOM Index,Mar,0.50%,0.40%,0.30%,0.25%,49,0.5,0.4,US
05/02/05,22:00,Pending Home Sales MoM,USPHTMOM Index,Mar,-0.30%,2.20%,--,--,2,--,--,US
05/02/05,22:00,ISM Manufacturing,NAPMPMI Index,Apr,53.3,55.2,55,55.02,72,-1.51,1.12,US
05/02/05,22:00,ISM Prices Paid,NAPMPRIC Index,Apr,71,73,71.2,71.85,21,-0.06,3.35,US
05/03/05,22:00,Factory Orders,TMNOCHNG Index,Mar,0.10%,0.20%,-1.20%,-0.97%,69,2.03,0.64,US
05/03/05-05/04/05,,Wards Total Vehicle Sales,SAARTOTL Index,Apr,17.45m,16.80m,16.75m,16.78m,28,2.55,0.27,US
05/03/05-05/04/05,,Wards Domestic Vehicle Sales,SAARDTOT Index,Apr,13.87m,13.50m,13.30m,13.37m,29,2.67,0.21,US
05/04/05,2:15,FOMC Rate Decision (Upper Bound),FDTR Index,May-03,3.00%,2.75%,3.00%,3.00%,104,--,0,US
05/04/05,5:00,Bloomberg Consumer Comfort,COMFCOMF Index,May-01,-19,-17,--,--,0,--,--,US
05/04/05,5:00,ABC Consumer Confidence,ACNFCOMF Index,May-01,-19,-17,--,--,0,--,--,US
05/04/05,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-29,0.20%,5.90%,--,--,1,--,--,US
05/04/05,22:00,ISM Non-Manufacturing,NAPMNMAN Index,Apr,61.7,63.1,61,61.09,68,0.49,1.44,US
05/05/05,20:30,Nonfarm Productivity,PRODNFR% Index,1Q P,2.60%,2.10%,1.80%,1.89%,69,1.65,0.48,US
05/05/05,20:30,Unit Labor Costs,COSTNFR% Index,1Q P,2.20%,1.30%,2.00%,1.92%,62,0.4,0.51,US
05/05/05,20:30,Initial Jobless Claims,INJCJC Index,Apr-30,333k,320k,323k,322.25k,40,1.47,6.82,US
05/05/05,20:30,Continuing Claims,INJCSP Index,Apr-23,2589k,2555k,2595k,2593.40k,5,-0.19,32.19,US
05/06/05,20:30,Unemployment Rate,USURTOT Index,Apr,5.20%,5.20%,5.20%,5.22%,79,0,0.06,US
05/06/05,20:30,Avg Hourly Earning MOM Prod,USHETOT% Index,Apr,0.30%,0.30%,0.20%,0.22%,61,1.88,0.05,US
05/06/05,20:30,Avg Hourly Earning YOY Prod,USHEYOY Index,Apr,2.70%,2.60%,2.60%,2.60%,3,--,0,US
05/06/05,20:30,Change in Nonfarm Payrolls,NFP TCH Index,Apr,274k,110k,174k,179.38k,80,3.07,32.55,US
05/06/05,20:30,Change in Manufact. Payrolls,USMMMNCH Index,Apr,-6k,-8k,-5k,-4.41k,17,-0.1,9.71,US
05/06/05,20:30,Avg Weekly Hours Production,USWHTOT Index,Apr,33.9,33.7,33.7,33.72,33,5.19,0.04,US
05/07/05,3:00,Consumer Credit,CICRTOT Index,Mar,$5.500b,$5.600b,$6.350b,$6.21b,40,-0.64,1.32,US
05/09/05,22:00,Wholesale Inventories MoM,MWINCHNG Index,Mar,0.40%,0.60%,0.70%,0.72%,32,-1.39,0.22,US
05/11/05,5:00,ABC Consumer Confidence,ACNFCOMF Index,May-08,-16,-19,--,--,2,--,--,US
05/11/05,5:00,Bloomberg Consumer Comfort,COMFCOMF Index,May-08,-16,-19,--,--,2,--,--,US
05/11/05,19:00,MBA Mortgage Applications,MBAVCHNG Index,May-06,9.40%,0.20%,--,--,0,--,--,US
05/11/05,20:30,Trade Balance,USTBTOT Index,Mar,-$55.0b,-$61.0b,-$61.9b,-$61.54b,68,6.19,1.11,US
05/12/05,2:00,Monthly Budget Statement,FDDSSD Index,Apr,$57.7b,$17.6b,$60.0b,$55.00b,32,-0.2,11.66,US
05/12/05,20:30,Retail Sales Advance MoM,RSTAMOM Index,Apr,1.40%,0.30%,0.70%,0.76%,72,3.14,0.22,US
05/12/05,20:30,Retail Sales Ex Auto MoM,RSTAXMOM Index,Apr,1.10%,0.10%,0.50%,0.55%,70,2.9,0.21,US
05/12/05,20:30,Initial Jobless Claims,INJCJC Index,May-07,340k,333k,325k,327.45k,40,2.89,5.19,US
05/12/05,20:30,Continuing Claims,INJCSP Index,Apr-30,2598k,2589k,2610k,2598.80k,5,-0.4,30.04,US
05/13/05,20:30,Import Price Index MoM,IMP1CHNG Index,Apr,0.80%,1.80%,0.40%,0.31%,42,1.47,0.31,US
05/13/05,20:30,Import Price Index YoY,IMP1YOY% Index,Apr,8.10%,7.10%,7.40%,7.20%,3,1.62,0.43,US
05/13/05,20:30,Business Inventories,MTIBCHNG Index,Mar,0.40%,0.50%,0.60%,0.56%,57,-1.81,0.11,US
05/13/05,21:45,U. of Mich. Sentiment,CONSSENT Index,May P,85.3,87.7,88.2,88.29,58,-2.22,1.29,US
05/16/05,20:30,Empire Manufacturing,EMPRGBCI Index,May,-11.1,3.1,11.7,11.71,43,-5.97,3.82,US
05/16/05,21:00,Net Long-term TIC Flows,FRNTTOTL Index,Mar,$45.7b,$84.5b,$70.0b,$68.64b,14,-3.76,6.47,US
05/17/05,1:00,NAHB Housing Market Index,USHBMIDX Index,May,70,67,69,68.45,11,1.01,0.99,US
05/17/05,20:30,PPI MoM,PPI CHNG Index,Apr,0.60%,0.70%,0.40%,0.41%,70,1.56,0.13,US
05/17/05,20:30,PPI Ex Food and Energy MoM,PXFECHNG Index,Apr,0.30%,0.10%,0.20%,0.18%,67,1.5,0.07,US
05/17/05,20:30,PPI YoY,PPI YOY Index,Apr,4.80%,4.90%,4.60%,4.52%,6,1.86,0.13,US
05/17/05,20:30,PPI Ex Food and Energy YoY,PPI XYOY Index,Apr,2.60%,2.60%,2.60%,2.57%,6,0,0.07,US
