Date,Time,Event,Ticker,Period,Actual,Prior,SurvM,SurvA,NoEstimates,Surprise,StdDev,C
2006-05-06,03:00:00,Consumer Credit,CICRTOT Index,Mar,2500000000,3300000000,4099999999,4500000000,28,-0.66,2.41,US
2006-05-09,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,Mar,0.20%,0.80%,0.50%,0.50%,36,-2.88,0.10,US
2006-05-10,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,May-08,-16.00,-13.00,,,2,,,US
2006-05-10,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,May-08,-16.00,-13.00,,,2,,,US
2006-05-10,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,May-05,-5.80%,8.80%,,,0,,,US
2006-05-11,02:00:00,Monthly Budget Statement,FDDSSD Index,Apr,118900000000,57700000000,116500000000,103660000000,34,0.12,20.59,US
2006-05-11,02:15:00,FOMC Rate Decision (Upper Bound),FDTR Index,May-10,5.00%,4.75%,5.00%,5.00%,92,,0.00,US
2006-05-11,20:30:00,Retail Sales Advance MoM,RSTAMOM Index,Apr,0.50%,0.60%,0.80%,0.79%,74,-1.25,0.24,US
2006-05-11,20:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,Apr,0.70%,0.40%,0.90%,0.93%,71,-0.77,0.26,US
2006-05-11,20:30:00,Initial Jobless Claims,INJCJC Index,May-06,324000,322000,315000,316320,37,1.48,6.08,US
2006-05-11,20:30:00,Continuing Claims,INJCSP Index,Apr-29,2392000,2462000,2450000,2455200,5,-5.85,9.91,US
2006-05-11,22:00:00,Business Inventories,MTIBCHNG Index,Mar,0.70%,0.00%,0.50%,0.48%,53,1.81,0.11,US
2006-05-12,20:30:00,Trade Balance,USTBTOT Index,Mar,-62000000000,-65700000000,-67000000000,-67050000000,70,3.53,1.42,US
2006-05-12,20:30:00,Import Price Index MoM,IMP1CHNG Index,Apr,2.10%,-0.40%,1.20%,1.20%,44,1.91,0.47,US
2006-05-12,20:30:00,Import Price Index YoY,IMP1YOY% Index,Apr,5.90%,4.50%,5.20%,4.30%,4,0.39,1.80,US
2006-05-12,21:45:00,U. of Mich. Sentiment,CONSSENT Index,May P,79.00,87.40,86.00,86.17,61,-5.08,1.38,US
2006-05-15,20:30:00,Empire Manufacturing,EMPRGBCI Index,May,12.40,15.80,16.10,16.19,46,-1.33,2.78,US
2006-05-15,21:00:00,Net Long-term TIC Flows,FRNTTOTL Index,Mar,69800000000,86900000000,79900000000,76820000000,10,-1.90,5.30,US
2006-05-16,01:00:00,NAHB Housing Market Index,USHBMIDX Index,May,45.00,50.00,50.00,49.82,22,-3.84,1.30,US
2006-05-16,20:30:00,PPI MoM,PPI CHNG Index,Apr,0.90%,0.50%,0.80%,0.78%,70,0.51,0.20,US
2006-05-16,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Apr,0.10%,0.10%,0.20%,0.20%,68,-1.65,0.06,US
2006-05-16,20:30:00,PPI YoY,PPI YOY Index,Apr,4.00%,3.50%,3.80%,3.80%,10,1.00,0.20,US
2006-05-16,20:30:00,PPI Ex Food and Energy YoY,PPI XYOY Index,Apr,1.50%,1.70%,1.70%,1.72%,10,-0.82,0.18,US
2006-05-16,20:30:00,Housing Starts,NHSPSTOT Index,Apr,1849000,1960000,1950000,1957240,62,-2.23,45.31,US
2006-05-16,20:30:00,Building Permits,NHSPATOT Index,Apr,1984000,2059000,2040000,2042270,30,-1.51,37.01,US
2006-05-16,21:15:00,Industrial Production MoM,IP CHNG Index,Apr,0.80%,0.60%,0.50%,0.48%,69,1.70,0.18,US
2006-05-16,21:15:00,Capacity Utilization,CPTICHNG Index,Apr,81.90%,81.30%,81.50%,81.52%,60,3.66,0.11,US
2006-05-17,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,May-15,-17.00,-16.00,,,1,,,US
2006-05-17,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,May-15,-17.00,-16.00,,,1,,,US
2006-05-17,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,May-12,4.60%,-5.80%,,,0,,,US
2006-05-17,20:30:00,CPI MoM,CPI CHNG Index,Apr,0.60%,0.40%,0.50%,0.56%,72,0.97,0.10,US
2006-05-17,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Apr,0.30%,0.30%,0.20%,0.20%,71,2.79,0.04,US
2006-05-17,20:30:00,CPI YoY,CPI YOY Index,Apr,3.50%,3.40%,3.50%,3.50%,17,0.00,0.17,US
2006-05-17,20:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,Apr,2.30%,2.10%,2.20%,2.20%,19,2.97,0.03,US
2006-05-17,20:30:00,CPI Index NSA,CPURNSA Index,Apr,201.50,199.80,201.30,201.26,5,1.47,0.14,US
2006-05-18,20:30:00,Initial Jobless Claims,INJCJC Index,May-13,367000,324000,319000,318730,30,5.13,9.36,US
2006-05-18,20:30:00,Continuing Claims,INJCSP Index,May-06,2389000,2392000,2420000,2413330,3,-1.82,17.00,US
2006-05-18,22:00:00,Leading Index,LEI CHNG Index,Apr,-0.10%,-0.10%,0.10%,0.14%,50,-2.05,0.10,US
2006-05-19,00:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,May,14.40,13.20,12.50,12.71,54,0.98,1.94,US
2006-05-23,22:00:00,Richmond Fed Manufact. Index,RCHSINDX Index,May,1.00,18.00,14.00,13.00,5,-4.99,2.61,US
2006-05-24,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,May-22,-19.00,-17.00,,,2,,,US
2006-05-24,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,May-22,-19.00,-17.00,,,2,,,US
2006-05-24,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,May-19,-6.00%,4.60%,,,0,,,US
2006-05-24,20:30:00,Durable Goods Orders,DGNOCHNG Index,Apr,-4.80%,6.10%,-0.50%,-0.58%,68,-2.73,1.57,US
2006-05-24,20:30:00,Durables Ex Transportation,DGNOXTCH Index,Apr,-1.10%,2.80%,0.50%,0.10%,28,-1.99,0.80,US
2006-05-24,22:00:00,New Home Sales,NHSLTOT Index,Apr,1198000,1213000,1135000,1135330,58,1.84,34.20,US
2006-05-25,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,1Q P,5.30%,4.80%,5.80%,5.73%,72,-2.34,0.21,US
2006-05-25,20:30:00,GDP Price Index,GDP PIQQ Index,1Q P,3.30%,3.30%,3.30%,3.34%,46,0.00,0.09,US
2006-05-25,20:30:00,Personal Consumption,GDPCTOT% Index,1Q P,5.20%,5.50%,5.60%,5.71%,11,-1.90,0.21,US
2006-05-25,20:30:00,Core PCE QoQ,GDPCPCEC Index,1Q P,2.00%,2.00%,2.00%,2.00%,4,,0.00,US
2006-05-25,20:30:00,Initial Jobless Claims,INJCJC Index,May-20,329000,367000,315000,318530,38,2.46,5.68,US
2006-05-25,20:30:00,Continuing Claims,INJCSP Index,May-13,2420000,2389000,2405000,2405000,6,0.98,15.28,US
2006-05-25,22:00:00,Existing Home Sales,ETSLTOTL Index,Apr,6760000,6920000,6750000,6720000,57,0.09,0.11,US
2006-05-25,22:00:00,Help Wanted Index,LHWANWPA Index,Apr,35.00,38.00,38.00,38.15,13,-5.63,0.53,US
2006-05-26,20:30:00,Personal Income,PITLCHNG Index,Apr,0.50%,0.50%,0.70%,0.71%,66,-1.31,0.15,US
2006-05-26,20:30:00,Personal Spending,PCE CRCH Index,Apr,0.60%,0.60%,0.60%,0.61%,69,0.00,0.11,US
2006-05-26,20:30:00,PCE Deflator YoY,PCE DEFY Index,Apr,2.90%,2.90%,2.90%,2.93%,9,0.00,0.12,US
2006-05-26,20:30:00,PCE Core Deflator MoM,PCE CMOM Index,Apr,0.20%,0.30%,0.20%,0.22%,30,0.00,0.05,US
2006-05-26,20:30:00,PCE Core Deflator YoY,PCE CYOY Index,Apr,2.10%,2.00%,2.10%,2.09%,16,0.00,0.04,US
2006-05-26,21:45:00,U. of Mich. Sentiment,CONSSENT Index,May F,79.10,79.00,79.00,79.17,56,0.07,1.50,US
2006-05-30,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,May,103.20,109.60,101.00,100.88,66,0.87,2.53,US
2006-05-31,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,May-29,-17.00,-19.00,-20.00,5.33,3,0.08,35.83,US
2006-05-31,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,May-29,-17.00,-19.00,-20.00,5.33,3,0.08,35.83,US
2006-05-31,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,May-26,-1.90%,-6.00%,,,0,,,US
2006-05-31,22:00:00,MNI Chicago PMI,CHPMINDX Index,May,61.50,57.20,56.00,56.11,58,4.47,1.23,US
2006-06-01,02:00:00,Minutes of May 10 FOMC Meeting,,,,,,,,,,US
2006-06-01,02:00:00,FOMC Meeting Minutes,FEDMMINU Index,May-10,,,,,0,,,US
2006-06-01,20:30:00,Nonfarm Productivity,PRODNFR% Index,1Q F,3.70%,3.20%,3.90%,3.92%,65,-0.74,0.27,US
2006-06-01,20:30:00,Unit Labor Costs,COSTNFR% Index,1Q F,1.60%,2.50%,1.80%,1.84%,61,-0.52,0.38,US
2006-06-01,20:30:00,Initial Jobless Claims,INJCJC Index,May-27,336000,329000,320000,322030,39,2.89,5.54,US
2006-06-01,20:30:00,Continuing Claims,INJCSP Index,May-20,2433000,2420000,2413000,2404670,6,0.70,29.34,US
2006-06-01,22:00:00,Construction Spending MoM,CNSTTMOM Index,Apr,-0.10%,0.90%,0.00%,0.04%,47,-0.28,0.35,US
2006-06-01,22:00:00,Pending Home Sales MoM,USPHTMOM Index,Apr,-3.70%,-1.20%,-1.00%,-1.02%,17,-4.58,0.59,US
2006-06-01,22:00:00,ISM Manufacturing,NAPMPMI Index,May,54.40,57.30,55.70,55.62,74,-1.46,0.89,US
2006-06-01,22:00:00,ISM Prices Paid,NAPMPRIC Index,May,77.00,71.50,74.60,74.45,20,0.59,4.18,US
2006-06-01,,Wards Total Vehicle Sales,SAARTOTL Index,May,16090000,16739999,16500000,16399999,31,-2.39,0.17,US
2006-06-01,,Wards Domestic Vehicle Sales,SAARDTOT Index,May,12370000,12960000,12800000,12770000,30,-2.09,0.21,US
2006-06-02,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,May,75000,138000,170000,171240,80,-4.27,22.23,US
2006-06-02,20:30:00,Unemployment Rate,USURTOT Index,May,4.60%,4.70%,4.70%,4.69%,79,-2.39,0.04,US
2006-06-02,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,May,-14000,19000,5000,6540,13,-8.35,2.27,US
2006-06-02,20:30:00,Avg Hourly Earning MOM Prod,USHETOT% Index,May,0.10%,0.50%,0.30%,0.27%,60,-2.54,0.08,US
2006-06-02,20:30:00,Avg Hourly Earning YOY Prod,USHEYOY Index,May,3.70%,3.80%,3.90%,3.90%,3,,0.00,US
2006-06-02,20:30:00,Avg Weekly Hours Production,USWHTOT Index,May,33.80,33.90,33.80,33.83,35,0.00,0.04,US
2006-06-02,22:00:00,Factory Orders,TMNOCHNG Index,Apr,-1.80%,4.20%,-2.10%,-1.92%,64,0.30,0.99,US
2006-06-05,22:00:00,ISM Non-Manufacturing,NAPMNMAN Index,May,60.10,63.00,60.00,60.05,59,0.10,0.96,US
2006-06-07,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Jun-05,-17.00,-17.00,,,1,,,US
2006-06-07,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-05,-17.00,-17.00,,,1,,,US
2006-06-07,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-02,-1.40%,-1.90%,,,1,,,US
2006-06-08,03:00:00,Consumer Credit,CICRTOT Index,Apr,10600000000,2500000000,3500000000,3760000000,36,6.31,1.13,US
2006-06-08,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-03,302000,336000,330000,329130,38,-4.77,5.87,US
2006-06-08,20:30:00,Continuing Claims,INJCSP Index,May-27,2415000,2433000,2425000,2426000,7,-0.73,13.64,US
2006-06-08,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,Apr,0.90%,0.20%,0.50%,0.51%,36,2.89,0.14,US
2006-06-09,20:30:00,Trade Balance,USTBTOT Index,Apr,-63400000000,-62000000000,-65000000000,-65260000000,67,1.44,1.11,US
2006-06-09,20:30:00,Import Price Index MoM,IMP1CHNG Index,May,1.60%,2.10%,0.70%,0.69%,44,2.78,0.34,US
2006-06-09,20:30:00,Import Price Index YoY,IMP1YOY% Index,May,8.30%,5.90%,7.40%,7.40%,3,11.02,0.08,US
2006-06-13,02:00:00,Monthly Budget Statement,FDDSSD Index,May,-42800000000,-35400000000,-39000000000,-37100000000,35,-0.85,4.48,US
2006-06-13,20:30:00,PPI MoM,PPI CHNG Index,May,0.20%,0.90%,0.40%,0.37%,75,-0.92,0.22,US
2006-06-13,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,May,0.30%,0.10%,0.20%,0.20%,73,1.30,0.08,US
2006-06-13,20:30:00,PPI YoY,PPI YOY Index,May,4.50%,4.00%,4.40%,4.34%,9,0.17,0.59,US
2006-06-13,20:30:00,PPI Ex Food and Energy YoY,PPI XYOY Index,May,1.50%,1.50%,1.50%,1.69%,9,0.00,0.33,US
2006-06-13,20:30:00,Retail Sales Advance MoM,RSTAMOM Index,May,0.10%,0.50%,0.10%,0.09%,75,0.00,0.19,US
2006-06-13,20:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,May,0.50%,0.70%,0.50%,0.46%,72,0.00,0.16,US
2006-06-13,22:00:00,Business Inventories,MTIBCHNG Index,Apr,0.40%,0.70%,0.60%,0.59%,56,-1.30,0.15,US
2006-06-14,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Jun-12,-15.00,-17.00,,,1,,,US
2006-06-14,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-12,-15.00,-17.00,,,1,,,US
2006-06-14,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-09,7.00%,-1.40%,,,0,,,US
2006-06-14,20:30:00,CPI MoM,CPI CHNG Index,May,0.40%,0.60%,0.40%,0.37%,79,0.00,0.09,US
2006-06-14,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,May,0.30%,0.30%,0.20%,0.20%,79,2.23,0.04,US
2006-06-14,20:30:00,CPI YoY,CPI YOY Index,May,4.20%,3.50%,3.90%,3.85%,16,1.60,0.19,US
2006-06-14,20:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,May,2.40%,2.30%,2.30%,2.33%,17,1.75,0.06,US
2006-06-14,20:30:00,CPI Core Index SA,CPUPAXFE Index,May,205.40,204.80,,,0,,,US
2006-06-14,20:30:00,CPI Index NSA,CPURNSA Index,May,202.50,201.50,202.10,202.12,6,2.54,0.16,US
2006-06-15,02:00:00,Fed's Beige Book,,,,,,,,,,US
2006-06-15,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-10,295000,302000,320000,320200,44,-3.63,6.88,US
2006-06-15,20:30:00,Continuing Claims,INJCSP Index,Jun-03,2425000,2415000,2425000,2424500,6,0.00,13.21,US
2006-06-15,20:30:00,Empire Manufacturing,EMPRGBCI Index,Jun,29.00,12.40,11.00,11.72,50,7.11,2.53,US
2006-06-15,21:00:00,Net Long-term TIC Flows,FRNTTOTL Index,Apr,46700000000,69800000000,60000000000,63220000000,10,-2.72,4.90,US
2006-06-15,21:15:00,Industrial Production MoM,IP CHNG Index,May,-0.10%,0.80%,0.20%,0.18%,76,-2.30,0.13,US
2006-06-15,21:15:00,Capacity Utilization,CPTICHNG Index,May,81.70%,81.90%,81.90%,81.92%,61,-1.32,0.15,US
2006-06-16,00:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Jun,13.10,14.40,11.00,11.17,56,0.78,2.70,US
2006-06-16,20:30:00,Current Account Balance,USCABAL Index,1Q,-208700000000,-224900000000,-222000000000,-220460000000,46,1.75,7.60,US
2006-06-16,21:45:00,U. of Mich. Sentiment,CONSSENT Index,Jun P,82.40,79.10,79.00,79.08,63,1.80,1.89,US
2006-06-20,01:00:00,NAHB Housing Market Index,USHBMIDX Index,Jun,42.00,45.00,45.00,44.75,24,-1.60,1.88,US
2006-06-20,20:30:00,Housing Starts,NHSPSTOT Index,May,1957000,1849000,1867000,1859150,60,2.06,43.60,US
2006-06-20,20:30:00,Building Permits,NHSPATOT Index,May,1932000,1984000,1950000,1949930,27,-0.65,27.52,US
2006-06-21,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Jun-19,-12.00,-15.00,,,2,,,US
2006-06-21,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-19,-12.00,-15.00,,,2,,,US
2006-06-21,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-16,-0.80%,7.00%,,,0,,,US
2006-06-22,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-17,308000,295000,306000,308000,38,0.34,5.84,US
2006-06-22,20:30:00,Continuing Claims,INJCSP Index,Jun-10,2439000,2425000,2415000,2415000,6,2.63,9.13,US
2006-06-22,22:00:00,Leading Index,LEI CHNG Index,May,-0.60%,-0.10%,-0.50%,-0.42%,53,-0.54,0.18,US
2006-06-23,20:30:00,Durable Goods Orders,DGNOCHNG Index,May,-0.30%,-4.80%,0.40%,0.12%,67,-0.55,1.28,US
2006-06-23,20:30:00,Durables Ex Transportation,DGNOXTCH Index,May,0.70%,-1.10%,0.60%,0.53%,24,0.22,0.45,US
2006-06-26,22:00:00,New Home Sales,NHSLTOT Index,May,1234000,1198000,1145000,1139220,54,3.23,27.55,US
2006-06-26,22:00:00,New Home Sales MoM,NHSLCHNG Index,May,4.60%,4.90%,,,2,,,US
2006-06-27,22:00:00,Existing Home Sales,ETSLTOTL Index,May,6670000,6760000,6600000,6620000,58,0.89,0.08,US
2006-06-27,22:00:00,Existing Home Sales MoM,ETSLMOM Index,May,-1.20%,-2.00%,-2.00%,-2.01%,65,0.76,1.03,US
2006-06-27,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Jun,105.70,103.20,103.80,103.39,63,1.17,1.63,US
2006-06-27,22:00:00,Richmond Fed Manufact. Index,RCHSINDX Index,Jun,4.00,1.00,7.00,6.67,3,-2.41,1.25,US
2006-06-28,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Jun-26,-10.00,-12.00,,,0,,,US
2006-06-28,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-26,-10.00,-12.00,,,0,,,US
2006-06-28,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-23,-6.70%,-0.80%,,,0,,,US
2006-06-29,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,1Q F,5.60%,5.30%,5.60%,5.55%,66,0.00,0.15,US
2006-06-29,20:30:00,GDP Price Index,GDP PIQQ Index,1Q F,3.10%,3.30%,3.30%,3.31%,40,-3.93,0.05,US
2006-06-29,20:30:00,Personal Consumption,GDPCTOT% Index,1Q F,5.10%,5.20%,5.20%,5.23%,3,-2.12,0.05,US
2006-06-29,20:30:00,Core PCE QoQ,GDPCPCEC Index,1Q F,2.00%,2.00%,,,1,,,US
2006-06-29,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-24,313000,308000,310000,308640,36,0.59,5.06,US
2006-06-29,20:30:00,Continuing Claims,INJCSP Index,Jun-17,2409000,2439000,2430000,2427430,7,-2.47,8.52,US
2006-06-29,22:00:00,Help Wanted Index,LHWANWPA Index,May,33.00,35.00,35.00,35.14,14,-2.40,0.83,US
2006-06-30,02:15:00,FOMC Rate Decision (Upper Bound),FDTR Index,Jun-29,5.25%,5.00%,5.25%,5.25%,127,0.00,0.03,US
2006-06-30,20:30:00,Personal Income,PITLCHNG Index,May,0.40%,0.50%,0.20%,0.20%,64,2.24,0.09,US
2006-06-30,20:30:00,Personal Spending,PCE CRCH Index,May,0.40%,0.60%,0.40%,0.36%,68,0.00,0.09,US
2006-06-30,20:30:00,PCE Deflator YoY,PCE DEFY Index,May,3.30%,2.90%,3.30%,3.19%,8,0.34,0.15,US
2006-06-30,20:30:00,PCE Core Deflator MoM,PCE CMOM Index,May,0.20%,0.20%,0.20%,0.21%,22,0.00,0.05,US
2006-06-30,20:30:00,PCE Core Deflator YoY,PCE CYOY Index,May,2.10%,2.10%,2.10%,2.12%,11,0.00,0.04,US
2006-06-30,21:45:00,U. of Mich. Sentiment,CONSSENT Index,Jun F,84.90,82.40,82.50,82.50,55,3.13,0.77,US
2006-06-30,22:00:00,MNI Chicago PMI,CHPMINDX Index,Jun,56.50,61.50,59.00,58.98,55,-1.76,1.42,US
2006-07-03,22:00:00,Construction Spending MoM,CNSTTMOM Index,May,-0.40%,-0.10%,0.20%,0.18%,41,-2.04,0.29,US
2006-07-03,22:00:00,ISM Manufacturing,NAPMPMI Index,Jun,53.80,54.40,55.00,54.92,64,-1.27,0.95,US
2006-07-03,22:00:00,ISM Prices Paid,NAPMPRIC Index,Jun,76.50,77.00,75.00,75.38,12,0.60,2.51,US
2006-07-03,,Wards Total Vehicle Sales,SAARTOTL Index,Jun,16300000,16100000,16350000,16260000,22,-0.18,0.28,US
2006-07-03,,Wards Domestic Vehicle Sales,SAARDTOT Index,Jun,12570000,12400000,12600000,12590000,27,-0.16,0.19,US
2006-07-05,22:00:00,Factory Orders,TMNOCHNG Index,May,0.70%,-1.80%,0.10%,0.11%,61,1.78,0.34,US
2006-07-06,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Jul-03,-9.00,-10.00,,,0,,,US
2006-07-06,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-03,-9.00,-10.00,,,0,,,US
2006-07-06,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-30,5.90%,-6.70%,,,0,,,US
2006-07-06,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-01,313000,313000,315000,315080,38,-0.31,6.38,US
2006-07-06,20:30:00,Continuing Claims,INJCSP Index,Jun-24,2455000,2409000,2408000,2407500,6,2.97,16.01,US
2006-07-06,22:00:00,ISM Non-Manufacturing,NAPMNMAN Index,Jun,57.00,60.10,59.00,59.03,67,-2.08,0.96,US
2006-07-06,22:00:00,Pending Home Sales MoM,USPHTMOM Index,May,1.30%,-3.70%,0.00%,-0.51%,13,1.16,1.12,US
2006-07-07,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Jun,121000,75000,175000,177700,79,-1.33,40.66,US
2006-07-07,20:30:00,Unemployment Rate,USURTOT Index,Jun,4.60%,4.60%,4.60%,4.64%,76,0.00,0.05,US
2006-07-07,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Jun,15000,-14000,1000,-710,14,2.81,4.98,US
2006-07-07,20:30:00,Avg Hourly Earning MOM Prod,USHETOT% Index,Jun,0.50%,0.10%,0.30%,0.28%,60,3.29,0.06,US
2006-07-07,20:30:00,Avg Hourly Earning YOY Prod,USHEYOY Index,Jun,3.90%,3.70%,,,2,,,US
2006-07-07,20:30:00,Avg Weekly Hours Production,USWHTOT Index,Jun,33.90,33.80,33.80,33.80,38,,0.00,US
2006-07-10,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,May,0.80%,0.90%,0.50%,0.52%,26,1.66,0.18,US
2006-07-11,03:00:00,Consumer Credit,CICRTOT Index,May,4400000000,10600000000,3200000000,3250000000,30,0.60,1.99,US
2006-07-11,22:00:00,IBD/TIPP Economic Optimism,ECONUSIB Index,Jul,47.30,46.20,,,0,,,US
2006-07-12,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Jul-10,-10.00,-9.00,,,0,,,US
2006-07-12,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-10,-10.00,-9.00,,,0,,,US
2006-07-12,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-07,1.00%,5.90%,,,0,,,US
2006-07-12,20:30:00,Trade Balance,USTBTOT Index,May,-63800000000,-63400000000,-64900000000,-64840000000,63,1.04,1.05,US
2006-07-13,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-08,332000,313000,320000,320720,39,1.29,9.28,US
2006-07-13,20:30:00,Continuing Claims,INJCSP Index,Jul-01,2429000,2455000,2430000,2433570,7,-0.06,15.52,US
2006-07-14,02:00:00,Monthly Budget Statement,FDDSSD Index,Jun,20500000000,22900000000,20000000000,18430000000,30,0.05,11.04,US
2006-07-14,20:30:00,Import Price Index MoM,IMP1CHNG Index,Jun,0.10%,1.60%,0.20%,0.21%,43,-0.35,0.29,US
2006-07-14,20:30:00,Import Price Index YoY,IMP1YOY% Index,Jun,7.20%,8.30%,7.20%,7.17%,3,0.00,0.05,US
2006-07-14,20:30:00,Retail Sales Advance MoM,RSTAMOM Index,Jun,-0.10%,0.10%,0.40%,0.41%,75,-2.22,0.23,US
2006-07-14,20:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,Jun,0.30%,0.50%,0.40%,0.35%,72,-0.60,0.17,US
2006-07-14,21:45:00,U. of Mich. Sentiment,CONSSENT Index,Jul P,83.00,84.90,85.60,85.60,62,-2.04,1.25,US
2006-07-14,22:00:00,Business Inventories,MTIBCHNG Index,May,0.80%,0.40%,0.40%,0.38%,50,3.46,0.12,US
2006-07-17,20:30:00,Empire Manufacturing,EMPRGBCI Index,Jul,15.60,29.00,20.00,20.63,42,-0.99,4.43,US
2006-07-17,21:15:00,Industrial Production MoM,IP CHNG Index,Jun,0.80%,-0.10%,0.50%,0.49%,63,1.92,0.16,US
2006-07-17,21:15:00,Capacity Utilization,CPTICHNG Index,Jun,82.40%,81.70%,82.00%,81.96%,59,3.11,0.13,US
2006-07-18,20:30:00,PPI MoM,PPI CHNG Index,Jun,0.50%,0.20%,0.30%,0.25%,71,1.67,0.12,US
2006-07-18,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Jun,0.20%,0.30%,0.20%,0.20%,70,0.00,0.05,US
2006-07-18,20:30:00,PPI YoY,PPI YOY Index,Jun,4.90%,4.50%,4.50%,4.54%,11,2.93,0.14,US
2006-07-18,20:30:00,PPI Ex Food and Energy YoY,PPI XYOY Index,Jun,1.90%,1.50%,1.90%,1.87%,11,0.00,0.24,US
2006-07-18,21:00:00,Net Long-term TIC Flows,FRNTTOTL Index,May,69600000000,46700000000,58400000000,58810000000,8,1.50,7.50,US
2006-07-19,01:00:00,NAHB Housing Market Index,USHBMIDX Index,Jul,39.00,42.00,41.00,41.33,24,-1.34,1.49,US
2006-07-19,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Jul-17,-9.00,-10.00,,,1,,,US
2006-07-19,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-17,-9.00,-10.00,,,1,,,US
2006-07-19,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-14,-4.60%,1.00%,,,0,,,US
2006-07-19,20:30:00,CPI MoM,CPI CHNG Index,Jun,0.20%,0.40%,0.20%,0.19%,75,0.00,0.07,US
2006-07-19,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Jun,0.30%,0.30%,0.20%,0.22%,74,2.29,0.04,US
2006-07-19,20:30:00,CPI YoY,CPI YOY Index,Jun,4.30%,4.20%,4.30%,4.30%,17,0.00,0.06,US
2006-07-19,20:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,Jun,2.60%,2.40%,2.60%,2.59%,18,0.00,0.06,US
2006-07-19,20:30:00,CPI Index NSA,CPURNSA Index,Jun,202.90,202.50,202.90,202.86,7,0.00,0.07,US
2006-07-19,20:30:00,CPI Core Index SA,CPUPAXFE Index,Jun,206.00,205.40,,,0,,,US
2006-07-19,20:30:00,Housing Starts,NHSPSTOT Index,Jun,1850000,1957000,1900000,1896700,67,-1.76,28.36,US
